Venue,Date,Time,Party Size,Status,Source,Guest Name,Visit Count,Lifetime Spend,Tags,Wait Time (min),No Show
"La Mona Rosa",2025-10-11,19:30,5,Completed,Phone,"Alexis Nelson",1,596,"First Timer",0,No
"La Mona Rosa",2025-10-11,18:30,2,Completed,Concierge,"Vanessa Martinez",2,491,"",0,No
"La Mona Rosa",2025-10-11,18:30,3,Completed,Phone,"Austin Harris",2,415,"",0,No
"La Mona Rosa",2025-10-11,22:00,4,Completed,Walk-in,"Carlos Brown",7,2107,"Regular; VIP",9,No
"La Mona Rosa",2025-10-11,19:30,5,Completed,Phone,"David Baker",3,1683,"",0,No
"La Mona Rosa",2025-10-11,22:30,4,Completed,Instagram,"Michael Anderson",2,642,"",0,No
"La Mona Rosa",2025-10-11,19:30,3,Completed,SevenRooms,"Jordan Allen",1,248,"First Timer",0,No
"La Mona Rosa",2025-10-11,22:00,4,Completed,Walk-in,"Jordan Rodriguez",2,799,"Regular",22,No
"La Mona Rosa",2025-10-11,22:30,5,Completed,Walk-in,"Ashley King",2,941,"",14,No
"La Mona Rosa",2025-10-11,17:00,3,Cancelled,Concierge,"Carlos Lee",1,265,"First Timer",0,No
"La Mona Rosa",2025-10-11,17:30,5,Completed,Phone,"Brittany Young",2,739,"",0,No
"La Mona Rosa",2025-10-11,22:30,3,Completed,Phone,"Chase Anderson",3,988,"High Roller",0,No
"Doberman Drawing Room",2025-10-11,19:00,3,Completed,Instagram,"Derek Roberts",2,812,"",0,No
"Doberman Drawing Room",2025-10-11,18:30,3,Completed,Phone,"Tyler Martinez",9,5442,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-11,23:00,4,Completed,SevenRooms,"Maria Young",1,803,"First Timer",0,No
"Doberman Drawing Room",2025-10-11,22:00,2,Completed,Phone,"Jessica Perez",2,876,"",0,No
"Doberman Drawing Room",2025-10-11,21:30,3,Completed,Concierge,"Austin Turner",2,1287,"",0,No
"Doberman Drawing Room",2025-10-11,19:30,4,Completed,Walk-in,"Brittany Robinson",5,2979,"VIP; First Timer",5,No
"Doberman Drawing Room",2025-10-11,22:30,4,Completed,Walk-in,"Jordan Martinez",1,835,"First Timer",3,No
"Doberman Drawing Room",2025-10-11,18:30,3,Completed,Google,"Jessica Martinez",2,1229,"",0,No
"Doberman Drawing Room",2025-10-11,23:00,3,Completed,Concierge,"Carlos Scott",2,1269,"Bachelor/ette",0,No
"Doberman Drawing Room",2025-10-11,21:30,3,Completed,Instagram,"Amanda Roberts",2,1318,"",0,No
"Doberman Drawing Room",2025-10-11,17:00,3,Completed,Concierge,"Jessica Smith",11,6629,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-11,20:30,2,Completed,Instagram,"Kevin Clark",2,757,"",0,No
"Doberman Drawing Room",2025-10-11,23:30,3,Completed,Google,"Alexis Green",10,7019,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-11,22:30,3,Completed,Walk-in,"Carlos Wilson",2,1337,"",7,No
"Doberman Drawing Room",2025-10-11,21:00,2,Completed,Walk-in,"Stephanie Young",4,1495,"",7,No
"We All Scream",2025-10-11,17:00,6,Completed,Walk-in,"Derek Anderson",3,2098,"VIP",16,No
"We All Scream",2025-10-11,18:00,7,No Show,SevenRooms,"Kayla Roberts",2,1210,"",0,Yes
"We All Scream",2025-10-11,19:00,4,Completed,Concierge,"Lauren Scott",6,2363,"Regular; VIP",0,No
"We All Scream",2025-10-11,17:00,6,Completed,SevenRooms,"Tyler Young",5,2812,"VIP",0,No
"We All Scream",2025-10-11,21:30,5,Completed,Walk-in,"Travis Hill",2,1224,"",32,No
"We All Scream",2025-10-11,20:00,6,Completed,Instagram,"Amanda Carter",3,1982,"",0,No
"We All Scream",2025-10-11,20:30,5,Completed,Instagram,"Lauren Anderson",2,1077,"",0,No
"We All Scream",2025-10-11,20:00,3,Completed,Concierge,"Amanda Wilson",1,370,"First Timer",0,No
"We All Scream",2025-10-11,17:00,4,Completed,Phone,"Samantha Thomas",2,783,"",0,No
"We All Scream",2025-10-11,18:00,4,Completed,Instagram,"Kevin Rodriguez",3,1404,"",0,No
"We All Scream",2025-10-11,17:30,4,No Show,Google,"Brandon Garcia",3,812,"",0,Yes
"We All Scream",2025-10-11,19:30,4,Completed,Google,"Maria Turner",2,762,"",0,No
"We All Scream",2025-10-11,17:30,6,Cancelled,Google,"Maria Harris",2,1171,"",0,No
"We All Scream",2025-10-11,17:00,5,Completed,Walk-in,"Jessica Garcia",11,6345,"Regular; VIP",21,No
"We All Scream",2025-10-11,22:30,5,No Show,Phone,"Jessica Brown",11,6096,"Regular; VIP; Date Night",0,Yes
"We All Scream",2025-10-11,17:00,5,Completed,Instagram,"Chase Scott",2,1118,"",0,No
"We All Scream",2025-10-11,20:30,7,Completed,Instagram,"James Hill",2,1088,"",0,No
"Discopussy",2025-10-11,23:30,5,Cancelled,Phone,"Maria Brown",2,1006,"",0,No
"Discopussy",2025-10-11,23:00,5,Completed,Instagram,"Amanda Lee",2,1062,"",0,No
"Discopussy",2025-10-11,20:00,6,No Show,Concierge,"Austin Lee",3,1899,"Birthday",0,Yes
"Discopussy",2025-10-11,17:00,4,Completed,Instagram,"Tyler Lee",1,373,"First Timer",0,No
"Discopussy",2025-10-11,17:30,4,Completed,Walk-in,"Sarah Thomas",1,396,"First Timer",11,No
"Discopussy",2025-10-11,18:00,4,Completed,Phone,"Jennifer Roberts",2,710,"",0,No
"Discopussy",2025-10-11,22:30,5,Completed,Instagram,"Jennifer Anderson",1,501,"First Timer",0,No
"Discopussy",2025-10-11,18:00,3,Completed,SevenRooms,"Michael Harris",1,225,"First Timer",0,No
"Discopussy",2025-10-11,18:30,3,Completed,Phone,"Megan Nelson",2,712,"",0,No
"Discopussy",2025-10-11,18:30,3,Cancelled,Google,"Ashley Garcia",8,2864,"Regular; VIP",0,No
"Discopussy",2025-10-11,19:30,4,Completed,Phone,"David Allen",2,783,"",0,No
"Discopussy",2025-10-11,18:00,4,Completed,Concierge,"Brandon Clark",3,1316,"Industry",0,No
"The Laundry Room",2025-10-12,23:00,2,No Show,Phone,"Jessica Clark",2,673,"Tourist",0,Yes
"The Laundry Room",2025-10-12,18:30,2,No Show,Concierge,"Jake Johnson",2,754,"",0,Yes
"The Laundry Room",2025-10-12,20:30,2,Completed,Instagram,"Sarah Hill",3,904,"",0,No
"The Laundry Room",2025-10-12,21:30,2,Completed,Concierge,"James Allen",9,3986,"Regular; VIP; Industry",0,No
"The Laundry Room",2025-10-12,23:30,3,Completed,Walk-in,"Sarah Anderson",3,1547,"",0,No
"The Laundry Room",2025-10-12,21:30,2,Completed,SevenRooms,"Kevin Hall",10,4605,"Regular; VIP",0,No
"Commonwealth",2025-10-12,22:30,3,Completed,SevenRooms,"Maria Green",6,2036,"Regular; VIP",0,No
"Commonwealth",2025-10-12,22:30,5,Completed,SevenRooms,"Samantha Baker",10,5990,"Regular; VIP",0,No
"Commonwealth",2025-10-12,20:00,5,Cancelled,Concierge,"Brittany Clark",2,841,"",0,No
"Commonwealth",2025-10-12,17:30,3,Completed,SevenRooms,"Chase Anderson",2,535,"",0,No
"Commonwealth",2025-10-12,17:00,5,No Show,Phone,"Chase Walker",3,1642,"",0,Yes
"Commonwealth",2025-10-12,18:00,5,Completed,Concierge,"Jennifer King",7,3740,"Regular; VIP",0,No
"Commonwealth",2025-10-12,17:00,5,Completed,Instagram,"Sarah Roberts",6,2881,"Regular; VIP",0,No
"Commonwealth",2025-10-12,22:30,5,Completed,Instagram,"Samantha Turner",1,572,"First Timer",0,No
"Park On Fremont",2025-10-12,18:00,3,Completed,Phone,"Jake Green",11,2836,"Regular; VIP",0,No
"Park On Fremont",2025-10-12,20:00,4,Completed,Phone,"Ryan Green",2,694,"",0,No
"Park On Fremont",2025-10-12,18:30,3,Completed,Instagram,"Kayla Lewis",2,420,"",0,No
"Park On Fremont",2025-10-12,20:30,4,Completed,Concierge,"Kayla Smith",7,3086,"Regular; VIP",0,No
"Park On Fremont",2025-10-12,20:30,3,Completed,Phone,"Austin Scott",2,664,"Date Night",0,No
"Park On Fremont",2025-10-12,17:00,3,Completed,Concierge,"Jessica Young",10,2624,"Regular; VIP",0,No
"Park On Fremont",2025-10-12,23:00,4,Completed,Concierge,"Kevin Baker",5,2435,"VIP; Industry",0,No
"Park On Fremont",2025-10-12,17:00,2,No Show,SevenRooms,"Maria Rodriguez",2,351,"",0,Yes
"Park On Fremont",2025-10-12,18:30,3,Completed,Phone,"Jordan Anderson",6,1270,"Regular; Birthday",0,No
"Park On Fremont",2025-10-12,20:30,2,Completed,Instagram,"Megan Martinez",2,374,"Birthday",0,No
"Park On Fremont",2025-10-12,19:30,4,Completed,SevenRooms,"Austin Hall",1,266,"First Timer",0,No
"Park On Fremont",2025-10-12,21:00,2,Cancelled,Instagram,"Derek Mitchell",10,1767,"Regular",0,No
"Park On Fremont",2025-10-12,17:30,4,Completed,Instagram,"Ashley Davis",6,2234,"Regular; VIP",0,No
"Park On Fremont",2025-10-12,23:00,3,Cancelled,Phone,"Jennifer Roberts",2,480,"",0,No
"Park On Fremont",2025-10-12,23:00,4,Completed,Phone,"Brandon Martinez",2,718,"",0,No
"Park On Fremont",2025-10-12,17:30,4,Completed,Concierge,"Stephanie Martinez",2,703,"",0,No
"Park On Fremont",2025-10-12,17:30,4,Completed,Instagram,"Kayla Clark",2,608,"",0,No
"Park On Fremont",2025-10-12,22:30,3,Completed,SevenRooms,"Michael Young",2,700,"",0,No
"Park On Fremont",2025-10-12,23:00,4,Completed,Instagram,"Robert Hall",8,2620,"Regular; VIP; VIP",0,No
"Park On Fremont",2025-10-12,18:30,3,Completed,Concierge,"Jennifer Allen",1,296,"First Timer",0,No
"Park On Fremont",2025-10-12,17:30,5,Completed,Google,"Tyler King",2,924,"",0,No
"La Mona Rosa",2025-10-12,18:30,5,Completed,Walk-in,"Rachel Wright",2,1220,"",24,No
"La Mona Rosa",2025-10-12,19:00,4,Completed,Phone,"Megan Allen",3,1276,"",0,No
"La Mona Rosa",2025-10-12,19:00,4,Completed,Google,"Rachel Thomas",1,478,"First Timer",0,No
"La Mona Rosa",2025-10-12,19:30,5,Completed,Walk-in,"Ashley Scott",3,1191,"",10,No
"La Mona Rosa",2025-10-12,23:00,4,No Show,Concierge,"Maria Carter",2,745,"",0,Yes
"La Mona Rosa",2025-10-12,21:30,5,Completed,Concierge,"Ryan Clark",2,1201,"",0,No
"La Mona Rosa",2025-10-12,22:30,2,Completed,Concierge,"Michael Smith",2,456,"",0,No
"La Mona Rosa",2025-10-12,18:00,3,Completed,Google,"Brittany Garcia",10,2945,"Regular; VIP",0,No
"La Mona Rosa",2025-10-12,21:30,4,Completed,Instagram,"Jennifer Brown",3,1318,"",0,No
"La Mona Rosa",2025-10-12,22:00,2,Completed,Concierge,"Ryan Robinson",2,372,"Date Night",0,No
"La Mona Rosa",2025-10-12,22:00,5,Completed,Walk-in,"Ashley Hall",3,1571,"Birthday",10,No
"La Mona Rosa",2025-10-12,21:30,4,Completed,Phone,"Austin Clark",2,555,"",0,No
"La Mona Rosa",2025-10-12,17:30,2,Completed,Concierge,"Brandon Perez",6,1026,"Regular",0,No
"La Mona Rosa",2025-10-12,21:00,3,Completed,Phone,"Austin Mitchell",2,649,"",0,No
"La Mona Rosa",2025-10-12,22:00,3,Completed,SevenRooms,"Ryan Roberts",2,600,"",0,No
"La Mona Rosa",2025-10-12,19:30,4,Completed,Phone,"Marcus Turner",1,270,"First Timer",0,No
"La Mona Rosa",2025-10-12,20:30,4,Completed,Walk-in,"Robert Allen",1,296,"First Timer",25,No
"Doberman Drawing Room",2025-10-12,18:00,3,Completed,Google,"David Lewis",7,4906,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-12,19:30,2,Completed,Instagram,"Amanda Young",6,1820,"Regular",0,No
"Doberman Drawing Room",2025-10-12,22:00,2,Completed,Instagram,"Vanessa Turner",2,614,"",0,No
"Doberman Drawing Room",2025-10-12,18:30,3,Completed,Concierge,"Kevin Allen",4,2067,"VIP; High Roller",0,No
"Doberman Drawing Room",2025-10-12,17:30,3,Completed,Walk-in,"Travis Young",2,1053,"",4,No
"Doberman Drawing Room",2025-10-12,21:30,3,Completed,Instagram,"Tyler Martinez",5,3241,"VIP",0,No
"Doberman Drawing Room",2025-10-12,18:00,3,Completed,SevenRooms,"Travis Davis",5,2995,"VIP",0,No
"Doberman Drawing Room",2025-10-12,17:00,3,Completed,SevenRooms,"Amanda Rodriguez",2,889,"",0,No
"Doberman Drawing Room",2025-10-12,21:00,2,Completed,SevenRooms,"Derek Walker",11,3574,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-12,22:00,4,No Show,SevenRooms,"Jennifer Robinson",2,1737,"Regular",0,Yes
"We All Scream",2025-10-12,21:30,5,Completed,Google,"Kevin Mitchell",1,559,"First Timer",0,No
"We All Scream",2025-10-12,23:30,4,Completed,Google,"Sarah Wright",3,844,"",0,No
"We All Scream",2025-10-12,23:00,5,Completed,Google,"Rachel Turner",5,2685,"VIP",0,No
"We All Scream",2025-10-12,18:00,6,Completed,Phone,"Sarah Phillips",3,2187,"VIP",0,No
"We All Scream",2025-10-12,18:00,4,Completed,SevenRooms,"Ryan Wright",2,577,"",0,No
"We All Scream",2025-10-12,18:00,6,Completed,Concierge,"Kayla Rodriguez",6,3661,"Regular; VIP",0,No
"We All Scream",2025-10-12,18:30,5,Completed,SevenRooms,"Carlos Green",2,1089,"",0,No
"We All Scream",2025-10-12,22:00,4,Completed,Phone,"Robert Green",2,851,"",0,No
"Discopussy",2025-10-12,20:30,6,Completed,Google,"Megan Scott",3,1424,"",0,No
"Discopussy",2025-10-12,17:30,6,Completed,Phone,"Tyler Rodriguez",5,3496,"VIP",0,No
"Discopussy",2025-10-12,18:30,6,Completed,Phone,"Derek Garcia",3,1947,"First Timer",0,No
"Discopussy",2025-10-12,17:00,5,Completed,Phone,"Jordan Young",8,4853,"Regular; VIP; Local",0,No
"Discopussy",2025-10-12,19:00,6,Completed,Walk-in,"Jordan Smith",2,1170,"",27,No
"Discopussy",2025-10-12,17:30,4,Completed,Walk-in,"Ashley Brown",3,1312,"",28,No
"Discopussy",2025-10-12,17:30,3,Completed,Walk-in,"Kayla Roberts",3,961,"",26,No
"The Laundry Room",2025-10-13,20:30,2,Completed,Concierge,"David Turner",3,773,"Influencer",0,No
"The Laundry Room",2025-10-13,17:00,3,Completed,SevenRooms,"Vanessa Harris",2,1215,"",0,No
"The Laundry Room",2025-10-13,22:30,2,Completed,Phone,"Vanessa Young",8,2568,"Regular; VIP",0,No
"The Laundry Room",2025-10-13,17:00,3,Completed,Phone,"Travis Allen",3,2065,"VIP",0,No
"Commonwealth",2025-10-13,22:00,4,Completed,Walk-in,"Derek Carter",3,1452,"Tourist",15,No
"Commonwealth",2025-10-13,18:30,5,Completed,Instagram,"Chase Harris",6,3459,"Regular; VIP",0,No
"Commonwealth",2025-10-13,21:30,5,Completed,Concierge,"Vanessa Green",3,1163,"",0,No
"Commonwealth",2025-10-13,21:00,4,Completed,Phone,"Ashley Thomas",8,2577,"Regular; VIP",0,No
"Commonwealth",2025-10-13,17:30,5,Cancelled,Walk-in,"Lauren Roberts",2,1145,"",12,No
"Commonwealth",2025-10-13,18:30,3,Completed,SevenRooms,"Vanessa Brown",1,354,"First Timer",0,No
"Park On Fremont",2025-10-13,18:00,5,Completed,SevenRooms,"Nicole Phillips",8,3604,"Regular; VIP",0,No
"Park On Fremont",2025-10-13,21:00,3,Completed,Google,"Chase Allen",3,765,"",0,No
"Park On Fremont",2025-10-13,19:00,4,Completed,SevenRooms,"Maria Nelson",3,1275,"",0,No
"Park On Fremont",2025-10-13,21:30,4,Completed,Walk-in,"Maria Harris",1,293,"First Timer",12,No
"Park On Fremont",2025-10-13,19:00,3,Completed,Concierge,"Kayla Hall",4,1374,"",0,No
"Park On Fremont",2025-10-13,21:30,2,Completed,Concierge,"Jordan Rodriguez",1,135,"First Timer",0,No
"Park On Fremont",2025-10-13,18:30,3,Completed,Instagram,"Vanessa Mitchell",2,464,"",0,No
"Park On Fremont",2025-10-13,22:00,3,Cancelled,Google,"Carlos Phillips",10,2495,"Regular; VIP",0,No
"Park On Fremont",2025-10-13,23:00,4,Completed,Google,"Nicole Johnson",1,287,"First Timer",0,No
"Park On Fremont",2025-10-13,17:30,2,Completed,Walk-in,"Megan Turner",1,186,"First Timer",16,No
"Park On Fremont",2025-10-13,22:30,3,Completed,Instagram,"Kayla Thomas",7,1887,"Regular",0,No
"Park On Fremont",2025-10-13,18:00,4,Completed,Concierge,"Amanda Rodriguez",1,353,"First Timer",0,No
"La Mona Rosa",2025-10-13,21:30,5,No Show,SevenRooms,"Ryan Davis",3,1852,"",0,Yes
"La Mona Rosa",2025-10-13,19:30,5,Completed,SevenRooms,"James Smith",2,789,"Bachelor/ette",0,No
"La Mona Rosa",2025-10-13,21:00,4,Completed,Instagram,"Austin Roberts",8,2629,"Regular; VIP",0,No
"La Mona Rosa",2025-10-13,21:00,3,No Show,Instagram,"Brandon Perez",2,482,"",0,Yes
"La Mona Rosa",2025-10-13,22:00,4,Completed,Phone,"Brandon Carter",2,892,"",0,No
"La Mona Rosa",2025-10-13,22:30,3,Completed,Concierge,"Jake Turner",2,444,"",0,No
"La Mona Rosa",2025-10-13,20:30,3,No Show,Phone,"Chase Brown",1,356,"First Timer",0,Yes
"La Mona Rosa",2025-10-13,17:00,3,Completed,Instagram,"Carlos Johnson",1,325,"First Timer",0,No
"La Mona Rosa",2025-10-13,21:30,3,Completed,Instagram,"Austin Walker",8,1907,"Regular; Tourist",0,No
"Doberman Drawing Room",2025-10-13,22:30,3,Completed,Phone,"Stephanie Brown",3,1381,"First Timer",0,No
"Doberman Drawing Room",2025-10-13,23:00,3,Completed,Google,"Kevin Walker",3,1169,"",0,No
"Doberman Drawing Room",2025-10-13,21:00,3,Completed,Google,"Derek Smith",3,1859,"",0,No
"Doberman Drawing Room",2025-10-13,22:00,3,Completed,Google,"Jennifer Scott",7,3071,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-13,17:30,2,Completed,Walk-in,"Vanessa Allen",2,750,"",3,No
"We All Scream",2025-10-13,17:00,3,Cancelled,Concierge,"Tyler Lewis",2,647,"High Roller",0,No
"We All Scream",2025-10-13,17:30,6,Completed,Google,"Kayla Baker",2,956,"",0,No
"We All Scream",2025-10-13,19:30,3,Completed,Google,"Maria Phillips",1,289,"First Timer",0,No
"Discopussy",2025-10-13,22:30,5,Completed,SevenRooms,"Derek Young",3,1284,"",0,No
"Discopussy",2025-10-13,23:00,6,Completed,SevenRooms,"David Nelson",2,1213,"",0,No
"Discopussy",2025-10-13,20:30,3,Completed,Walk-in,"Kayla Allen",2,569,"",27,No
"The Laundry Room",2025-10-14,20:00,3,Completed,Walk-in,"Ryan Lewis",5,2864,"VIP",0,No
"The Laundry Room",2025-10-14,19:30,2,Completed,Walk-in,"Jake Robinson",3,840,"Birthday",0,No
"The Laundry Room",2025-10-14,23:00,2,Completed,Phone,"Kevin Davis",2,661,"Corporate",0,No
"Commonwealth",2025-10-14,17:30,4,Completed,Instagram,"Brandon Baker",8,2862,"Regular; VIP",0,No
"Commonwealth",2025-10-14,21:30,3,Completed,Walk-in,"Jordan Baker",7,1466,"Regular",9,No
"Commonwealth",2025-10-14,17:00,3,Completed,Walk-in,"Brittany Lee",3,993,"",19,No
"Commonwealth",2025-10-14,21:30,3,No Show,Instagram,"Brandon Perez",3,780,"",0,Yes
"Commonwealth",2025-10-14,17:30,4,No Show,SevenRooms,"Michael Hall",3,1382,"",0,Yes
"Commonwealth",2025-10-14,20:30,3,Completed,Concierge,"Lauren Davis",3,974,"",0,No
"Commonwealth",2025-10-14,23:30,5,Cancelled,Walk-in,"Marcus Clark",1,553,"First Timer",8,No
"Commonwealth",2025-10-14,21:00,4,Completed,Concierge,"Jessica Perez",9,2919,"Regular; VIP",0,No
"Commonwealth",2025-10-14,18:30,5,Cancelled,Google,"Travis Young",7,2824,"Regular; VIP",0,No
"Park On Fremont",2025-10-14,21:30,3,Completed,Walk-in,"Lauren Allen",9,3158,"Regular; VIP; Corporate",29,No
"Park On Fremont",2025-10-14,19:30,3,Completed,Instagram,"Brittany Turner",2,646,"",0,No
"Park On Fremont",2025-10-14,18:00,4,Completed,SevenRooms,"Amanda Johnson",2,547,"",0,No
"Park On Fremont",2025-10-14,23:00,2,Cancelled,Phone,"Ryan Walker",5,1143,"",0,No
"Park On Fremont",2025-10-14,19:30,3,Completed,Google,"Maria Mitchell",1,348,"First Timer",0,No
"Park On Fremont",2025-10-14,17:00,3,No Show,Google,"Jake Johnson",1,200,"First Timer",0,Yes
"Park On Fremont",2025-10-14,19:30,5,Completed,Phone,"Jessica Martinez",11,4642,"Regular; VIP",0,No
"Park On Fremont",2025-10-14,20:00,3,Completed,Phone,"Travis Johnson",2,483,"",0,No
"Park On Fremont",2025-10-14,21:30,4,Completed,Google,"Kayla Hall",9,3317,"Regular; VIP",0,No
"Park On Fremont",2025-10-14,20:00,4,Completed,Google,"Derek Young",6,2434,"Regular; VIP",0,No
"Park On Fremont",2025-10-14,22:30,3,Completed,Walk-in,"Ryan Rodriguez",3,700,"Tourist",27,No
"Park On Fremont",2025-10-14,20:00,3,Completed,Concierge,"Maria Allen",2,636,"High Roller",0,No
"Park On Fremont",2025-10-14,18:30,2,Completed,Google,"Ashley Mitchell",2,491,"",0,No
"Park On Fremont",2025-10-14,18:30,3,Completed,SevenRooms,"Amanda Green",2,461,"",0,No
"La Mona Rosa",2025-10-14,23:30,5,Completed,Concierge,"Jake Johnson",10,4401,"Regular; VIP",0,No
"La Mona Rosa",2025-10-14,23:30,3,Cancelled,Instagram,"Sarah Allen",8,2656,"Regular; VIP",0,No
"La Mona Rosa",2025-10-14,22:30,4,Completed,Concierge,"Chase Nelson",9,3491,"Regular; VIP",0,No
"La Mona Rosa",2025-10-14,22:30,5,Completed,Google,"Travis Scott",5,2062,"VIP",0,No
"La Mona Rosa",2025-10-14,21:00,4,Completed,Google,"Jake Phillips",4,1820,"",0,No
"La Mona Rosa",2025-10-14,18:30,3,Completed,Phone,"Sarah Johnson",3,688,"",0,No
"La Mona Rosa",2025-10-14,22:00,5,Completed,Walk-in,"David King",7,3578,"Regular; VIP",14,No
"La Mona Rosa",2025-10-14,18:30,2,Completed,Walk-in,"James Green",1,192,"First Timer",24,No
"Doberman Drawing Room",2025-10-14,21:00,2,Completed,Google,"Jessica Baker",8,2050,"Regular; VIP",0,No
"Doberman Drawing Room",2025-10-14,18:00,3,Completed,SevenRooms,"James Carter",2,1347,"",0,No
"Doberman Drawing Room",2025-10-14,19:00,2,Completed,Concierge,"Rachel Hall",7,1965,"Regular; Corporate",0,No
"Doberman Drawing Room",2025-10-14,23:30,3,No Show,Phone,"David Hall",5,2421,"VIP",0,Yes
"Doberman Drawing Room",2025-10-14,21:30,4,Completed,Instagram,"Megan Walker",2,1024,"Local",0,No
"We All Scream",2025-10-14,23:30,4,Completed,Google,"Brittany Martinez",10,2793,"Regular; VIP",0,No
"We All Scream",2025-10-14,17:00,6,Completed,Instagram,"Kayla Garcia",2,1474,"",0,No
"We All Scream",2025-10-14,20:00,5,Completed,Google,"Alexis Clark",1,545,"First Timer; Regular",0,No
"We All Scream",2025-10-14,20:30,4,No Show,Walk-in,"Jessica Carter",12,4497,"Regular; VIP",16,Yes
"We All Scream",2025-10-14,20:00,7,Completed,Google,"David Lee",3,1752,"",0,No
"We All Scream",2025-10-14,23:30,5,Completed,Walk-in,"Ryan Brown",2,834,"",18,No
"Discopussy",2025-10-14,20:30,5,Completed,SevenRooms,"Alexis Wilson",3,1812,"",0,No
"Discopussy",2025-10-14,18:30,6,No Show,Google,"Brittany Garcia",3,1438,"",0,Yes
"Discopussy",2025-10-14,18:00,3,Cancelled,Instagram,"Samantha Martinez",2,684,"",0,No
"Discopussy",2025-10-14,23:30,6,Completed,SevenRooms,"Robert Baker",1,664,"First Timer",0,No
"Discopussy",2025-10-14,17:00,6,Completed,Walk-in,"Jessica Allen",3,1705,"",25,No
"The Laundry Room",2025-10-15,17:30,3,Completed,SevenRooms,"Maria King",8,4807,"Regular; VIP",0,No
"The Laundry Room",2025-10-15,21:30,3,No Show,SevenRooms,"Chase Roberts",3,1854,"",0,Yes
"The Laundry Room",2025-10-15,18:00,2,Completed,Phone,"Tyler Young",1,358,"First Timer",0,No
"The Laundry Room",2025-10-15,21:00,3,Completed,Google,"Brittany Scott",7,4688,"Regular; VIP",0,No
"The Laundry Room",2025-10-15,20:30,3,Completed,Concierge,"Nicole Anderson",3,1192,"",0,No
"Commonwealth",2025-10-15,17:00,3,Completed,SevenRooms,"Megan Wilson",9,3077,"Regular; VIP; Regular",0,No
"Commonwealth",2025-10-15,23:30,4,Completed,Walk-in,"Jordan Nelson",2,561,"",10,No
"Commonwealth",2025-10-15,17:00,5,Completed,Concierge,"Rachel Robinson",3,1191,"",0,No
"Commonwealth",2025-10-15,23:30,3,Cancelled,Walk-in,"Sarah Robinson",2,422,"",19,No
"Commonwealth",2025-10-15,21:00,5,Completed,Instagram,"Lauren Clark",1,357,"First Timer; Local",0,No
